house_cnt	adm_cd	adm_nm	area	area_nm
1489	11190740	영등포동	02	면적_20_40
621	11190750	도림동	02	면적_20_40
300	11190760	문래동	02	면적_20_40
223	11200520	노량진2동	02	면적_20_40
2576	11200530	상도1동	02	면적_20_40
954	11200540	상도2동	02	면적_20_40
1191	11200550	상도3동	02	면적_20_40
1720	11200560	상도4동	02	면적_20_40
1110	11200630	사당1동	02	면적_20_40
545	11200650	사당3동	02	면적_20_40
683	11200660	사당4동	02	면적_20_40
380	11200670	사당5동	02	면적_20_40
1863	11200680	대방동	02	면적_20_40
268	11200690	신대방1동	02	면적_20_40
481	11200700	신대방2동	02	면적_20_40
875	11200710	흑석동	02	면적_20_40
1687	11200720	노량진1동	02	면적_20_40
383	11200730	사당2동	02	면적_20_40
762	11210520	보라매동	02	면적_20_40
619	11210540	청림동	02	면적_20_40
1455	11210570	행운동	02	면적_20_40
638	11210580	낙성대동	02	면적_20_40
774	11210610	중앙동	02	면적_20_40
744	11210620	인헌동	02	면적_20_40
685	11210630	남현동	02	면적_20_40
1203	11210640	서원동	02	면적_20_40
869	11210650	신원동	02	면적_20_40
1127	11210660	서림동	02	면적_20_40
675	11210680	신사동	02	면적_20_40
1160	11210690	신림동	02	면적_20_40
733	11210710	난향동	02	면적_20_40
701	11210720	조원동	02	면적_20_40
253	11210730	대학동	02	면적_20_40
2711	11210780	은천동	02	면적_20_40
3115	11210790	성현동	02	면적_20_40
1037	11210800	청룡동	02	면적_20_40
2024	11210810	난곡동	02	면적_20_40
2289	11210820	삼성동	02	면적_20_40
1131	11210830	미성동	02	면적_20_40
1160	11220510	서초1동	02	면적_20_40
842	11220520	서초2동	02	면적_20_40
1660	11220530	서초3동	02	면적_20_40
45	11220540	서초4동	02	면적_20_40
565	11220550	잠원동	02	면적_20_40
1162	11220570	반포1동	02	면적_20_40
142	11220590	반포3동	02	면적_20_40
275	11220600	반포4동	02	면적_20_40
510	11220610	방배본동	02	면적_20_40
1159	11220620	방배1동	02	면적_20_40
701	11220630	방배2동	02	면적_20_40
293	11220640	방배3동	02	면적_20_40
1590	11220650	방배4동	02	면적_20_40
2639	11220660	양재1동	02	면적_20_40
2008	11220670	양재2동	02	면적_20_40
382	11220680	내곡동	02	면적_20_40
272	11230510	신사동	02	면적_20_40
2681	11230520	논현1동	02	면적_20_40
1136	11230530	논현2동	02	면적_20_40
284	11230580	삼성1동	02	면적_20_40
1702	11230590	삼성2동	02	면적_20_40
8	11230600	대치1동	02	면적_20_40
2396	11230630	대치4동	02	면적_20_40
3779	11230640	역삼1동	02	면적_20_40
1902	11230650	역삼2동	02	면적_20_40
611	11230660	도곡1동	02	면적_20_40
220	11230670	도곡2동	02	면적_20_40
39	11230680	개포1동	02	면적_20_40
1262	11230710	개포4동	02	면적_20_40
913	11230720	일원본동	02	면적_20_40
2728	11230730	일원1동	02	면적_20_40
2957	11230740	일원2동	02	면적_20_40
4693	11230750	수서동	02	면적_20_40
1059	11230760	세곡동	02	면적_20_40
143	11230770	압구정동	02	면적_20_40
689	11230780	청담동	02	면적_20_40
404	11230790	대치2동	02	면적_20_40
86	11230800	개포2동	02	면적_20_40
149	11240510	풍납1동	02	면적_20_40
592	11240520	풍납2동	02	면적_20_40
664	11240530	거여1동	02	면적_20_40
2002	11240540	거여2동	02	면적_20_40
721	11240550	마천1동	02	면적_20_40
915	11240560	마천2동	02	면적_20_40
675	11240570	방이1동	02	면적_20_40
2371	11240580	방이2동	02	면적_20_40
2055	11240600	오금동	02	면적_20_40
2799	11240610	송파1동	02	면적_20_40
595	11240620	송파2동	02	면적_20_40
3877	11240630	석촌동	02	면적_20_40
3904	11240640	삼전동	02	면적_20_40
1212	11240650	가락본동	02	면적_20_40
1407	11240660	가락1동	02	면적_20_40
1152	11240670	가락2동	02	면적_20_40
1153	11240680	문정1동	02	면적_20_40
3151	11240710	잠실본동	02	면적_20_40
301	11240750	잠실4동	02	면적_20_40
25	11240770	잠실6동	02	면적_20_40
774	11240790	잠실2동	02	면적_20_40
2737	11240810	장지동	02	면적_20_40
549	11240820	위례동	02	면적_20_40
438	11250530	명일1동	02	면적_20_40
129	11250540	명일2동	02	면적_20_40
90	11250550	고덕1동	02	면적_20_40
301	11250560	고덕2동	02	면적_20_40
371	11250580	암사2동	02	면적_20_40
223	11250590	암사3동	02	면적_20_40
1886	11250610	천호1동	02	면적_20_40
1568	11250630	천호3동	02	면적_20_40
917	11250650	성내1동	02	면적_20_40
1449	11250660	성내2동	02	면적_20_40
1212	11250670	성내3동	02	면적_20_40
725	11250710	둔촌2동	02	면적_20_40
2191	11250720	암사1동	02	면적_20_40
2447	11250730	천호2동	02	면적_20_40
1921	11250740	길동	02	면적_20_40
2287	11250750	강일동	02	면적_20_40
183	11250760	상일1동	02	면적_20_40
706	11250770	상일2동	02	면적_20_40
