house_cnt	adm_cd	adm_nm	type	type_nm
2587	11010530	사직동	00	전체
698	11010540	삼청동	00	전체
2996	11010550	부암동	00	전체
5601	11010560	평창동	00	전체
2824	11010570	무악동	00	전체
3713	11010580	교남동	00	전체
1390	11010600	가회동	00	전체
1544	11010610	종로1·2·3·4가동	00	전체
1265	11010630	종로5·6가동	00	전체
2501	11010640	이화동	00	전체
1538	11010670	창신1동	00	전체
2424	11010680	창신2동	00	전체
2129	11010690	창신3동	00	전체
1570	11010700	숭인1동	00	전체
3131	11010710	숭인2동	00	전체
3848	11010720	청운효자동	00	전체
5062	11010730	혜화동	00	전체
754	11020520	소공동	00	전체
1527	11020540	회현동	00	전체
535	11020550	명동	00	전체
1130	11020570	필동	00	전체
2048	11020580	장충동	00	전체
1737	11020590	광희동	00	전체
277	11020600	을지로동	00	전체
3330	11020650	신당5동	00	전체
3778	11020670	황학동	00	전체
4178	11020680	중림동	00	전체
2377	11020690	신당동	00	전체
4503	11020700	다산동	00	전체
6532	11020710	약수동	00	전체
4823	11020720	청구동	00	전체
3144	11020730	동화동	00	전체
5237	11030510	후암동	00	전체
2986	11030520	용산2가동	00	전체
1694	11030530	남영동	00	전체
4525	11030570	원효로2동	00	전체
3465	11030580	효창동	00	전체
4205	11030590	용문동	00	전체
8614	11030630	이촌1동	00	전체
3177	11030640	이촌2동	00	전체
2086	11030650	이태원1동	00	전체
2827	11030660	이태원2동	00	전체
4038	11030690	서빙고동	00	전체
3433	11030700	보광동	00	전체
5812	11030710	청파동	00	전체
5161	11030720	원효로1동	00	전체
7226	11030730	한강로동	00	전체
7165	11030740	한남동	00	전체
4981	11040520	왕십리2동	00	전체
6586	11040540	마장동	00	전체
3164	11040550	사근동	00	전체
4342	11040560	행당1동	00	전체
8302	11040570	행당2동	00	전체
5181	11040580	응봉동	00	전체
5803	11040590	금호1가동	00	전체
5074	11040620	금호4가동	00	전체
5002	11040650	성수1가1동	00	전체
3496	11040660	성수1가2동	00	전체
4247	11040670	성수2가1동	00	전체
2919	11040680	성수2가3동	00	전체
2343	11040690	송정동	00	전체
2059	11040700	용답동	00	전체
8425	11040710	왕십리도선동	00	전체
7340	11040720	금호2·3가동	00	전체
9579	11040730	옥수동	00	전체
5345	11050530	화양동	00	전체
4591	11050540	군자동	00	전체
3663	11050550	중곡1동	00	전체
5051	11050560	중곡2동	00	전체
3974	11050570	중곡3동	00	전체
7453	11050580	중곡4동	00	전체
2615	11050590	능동	00	전체
5298	11050600	구의1동	00	전체
7437	11050610	구의2동	00	전체
8889	11050620	구의3동	00	전체
10170	11050630	광장동	00	전체
5443	11050640	자양1동	00	전체
6991	11050650	자양2동	00	전체
8477	11050660	자양3동	00	전체
4950	11050670	자양4동	00	전체
3257	11060710	회기동	00	전체
4544	11060720	휘경1동	00	전체
6996	11060730	휘경2동	00	전체
5949	11060800	청량리동	00	전체
8462	11060810	용신동	00	전체
7841	11060820	제기동	00	전체
8326	11060830	전농1동	00	전체
6320	11060840	전농2동	00	전체
9342	11060860	답십리2동	00	전체
11640	11060870	장안1동	00	전체
9758	11060880	장안2동	00	전체
4915	11060890	이문1동	00	전체
6106	11060900	이문2동	00	전체
9098	11060910	답십리1동	00	전체
6425	11070520	면목2동	00	전체
5613	11070540	면목4동	00	전체
4423	11070550	면목5동	00	전체
6263	11070570	면목7동	00	전체
7882	11070590	상봉1동	00	전체
6440	11070600	상봉2동	00	전체
5738	11070610	중화1동	00	전체
6234	11070620	중화2동	00	전체
10815	11070640	묵1동	00	전체
5324	11070650	묵2동	00	전체
3646	11070680	망우3동	00	전체
12506	11070690	신내1동	00	전체
8128	11070700	신내2동	00	전체
8785	11070710	면목본동	00	전체
6378	11070720	면목3·8동	00	전체
8041	11070730	망우본동	00	전체
5512	11080580	돈암1동	00	전체
8070	11080590	돈암2동	00	전체
3770	11080600	안암동	00	전체
4508	11080610	보문동	00	전체
5812	11080620	정릉1동	00	전체
7961	11080630	정릉2동	00	전체
5242	11080640	정릉3동	00	전체
8983	11080650	정릉4동	00	전체
11548	11080660	길음1동	00	전체
5748	11080680	길음2동	00	전체
8172	11080710	월곡1동	00	전체
5664	11080720	월곡2동	00	전체
7597	11080760	장위1동	00	전체
3907	11080770	장위2동	00	전체
5343	11080780	장위3동	00	전체
5247	11080810	성북동	00	전체
6555	11080820	삼선동	00	전체
4216	11080830	동선동	00	전체
12235	11080840	종암동	00	전체
10594	11080850	석관동	00	전체
4577	11090600	번1동	00	전체
6496	11090610	번2동	00	전체
6997	11090620	번3동	00	전체
6588	11090630	수유1동	00	전체
7128	11090640	수유2동	00	전체
5991	11090650	수유3동	00	전체
7506	11090690	삼양동	00	전체
6522	11090700	미아동	00	전체
8759	11090710	송중동	00	전체
7101	11090720	송천동	00	전체
10969	11090730	삼각산동	00	전체
6996	11090740	우이동	00	전체
9868	11090750	인수동	00	전체
7219	11100510	쌍문1동	00	전체
6403	11100520	쌍문2동	00	전체
5137	11100530	쌍문3동	00	전체
6664	11100540	쌍문4동	00	전체
8196	11100550	방학1동	00	전체
5892	11100560	방학2동	00	전체
9488	11100570	방학3동	00	전체
8880	11100590	창1동	00	전체
8616	11100600	창2동	00	전체
3901	11100610	창3동	00	전체
9794	11100620	창4동	00	전체
8442	11100630	창5동	00	전체
6837	11100640	도봉1동	00	전체
9206	11100650	도봉2동	00	전체
7312	11110510	월계1동	00	전체
11005	11110520	월계2동	00	전체
12188	11110530	월계3동	00	전체
12853	11110560	공릉2동	00	전체
10089	11110580	하계1동	00	전체
7880	11110590	하계2동	00	전체
7538	11110600	중계본동	00	전체
8498	11110610	중계1동	00	전체
7485	11110640	중계4동	00	전체
13010	11110650	상계1동	00	전체
5932	11110660	상계2동	00	전체
7142	11110690	상계5동	00	전체
8838	11110720	상계8동	00	전체
8004	11110730	상계9동	00	전체
7224	11110740	상계10동	00	전체
9256	11110760	상계3·4동	00	전체
12934	11110770	상계6·7동	00	전체
13696	11110780	중계2·3동	00	전체
13521	11110790	공릉1동	00	전체
12323	11120510	녹번동	00	전체
13285	11120520	불광1동	00	전체
7091	11120550	갈현1동	00	전체
9247	11120560	갈현2동	00	전체
10499	11120570	구산동	00	전체
8585	11120580	대조동	00	전체
10386	11120590	응암1동	00	전체
9049	11120600	응암2동	00	전체
9386	11120650	신사1동	00	전체
6499	11120660	신사2동	00	전체
4803	11120670	증산동	00	전체
4213	11120680	수색동	00	전체
16491	11120710	진관동	00	전체
8851	11120720	불광2동	00	전체
7038	11120730	응암3동	00	전체
14676	11120740	역촌동	00	전체
5837	11130520	천연동	00	전체
7852	11130620	홍제1동	00	전체
4855	11130640	홍제3동	00	전체
4832	11130650	홍제2동	00	전체
7385	11130660	홍은1동	00	전체
8999	11130680	홍은2동	00	전체
5273	11130690	남가좌1동	00	전체
9928	11130700	남가좌2동	00	전체
5968	11130710	북가좌1동	00	전체
10260	11130720	북가좌2동	00	전체
6560	11130730	충현동	00	전체
5198	11130740	북아현동	00	전체
5589	11130750	신촌동	00	전체
10990	11130760	연희동	00	전체
7049	11140590	용강동	00	전체
4729	11140600	대흥동	00	전체
5050	11140610	염리동	00	전체
7373	11140630	신수동	00	전체
8629	11140660	서교동	00	전체
5890	11140680	합정동	00	전체
6882	11140690	망원1동	00	전체
6412	11140700	망원2동	00	전체
5328	11140710	연남동	00	전체
6412	11140720	성산1동	00	전체
12520	11140730	성산2동	00	전체
9353	11140740	상암동	00	전체
6917	11140750	도화동	00	전체
8840	11140760	서강동	00	전체
11126	11140770	공덕동	00	전체
8746	11140780	아현동	00	전체
7578	11150510	목1동	00	전체
10345	11150520	목2동	00	전체
7040	11150530	목3동	00	전체
7384	11150540	목4동	00	전체
6160	11150570	신월1동	00	전체
7145	11150580	신월2동	00	전체
4193	11150590	신월3동	00	전체
6048	11150600	신월4동	00	전체
4586	11150610	신월5동	00	전체
4889	11150620	신월6동	00	전체
8177	11150630	신월7동	00	전체
5987	11150640	신정1동	00	전체
5972	11150650	신정2동	00	전체
16274	11150660	신정3동	00	전체
7074	11150690	신정6동	00	전체
10420	11150700	신정7동	00	전체
12093	11150710	목5동	00	전체
10086	11150720	신정4동	00	전체
13523	11160510	염창동	00	전체
6237	11160520	등촌1동	00	전체
6716	11160530	등촌2동	00	전체
13007	11160540	등촌3동	00	전체
12037	11160550	화곡본동	00	전체
5944	11160570	화곡2동	00	전체
6849	11160580	화곡3동	00	전체
6743	11160590	화곡4동	00	전체
7585	11160610	화곡6동	00	전체
8835	11160630	화곡8동	00	전체
7593	11160640	가양1동	00	전체
6632	11160650	가양2동	00	전체
7159	11160660	가양3동	00	전체
11708	11160670	발산1동	00	전체
9043	11160690	공항동	00	전체
13282	11160700	방화1동	00	전체
7544	11160710	방화2동	00	전체
9203	11160720	방화3동	00	전체
18280	11160730	화곡1동	00	전체
13244	11160740	우장산동	00	전체
10943	11170510	신도림동	00	전체
6593	11170520	구로1동	00	전체
7330	11170540	구로3동	00	전체
8216	11170550	구로4동	00	전체
8499	11170560	구로5동	00	전체
7166	11170610	고척1동	00	전체
7875	11170620	고척2동	00	전체
10672	11170640	개봉2동	00	전체
6872	11170650	개봉3동	00	전체
6887	11170670	오류1동	00	전체
8539	11170690	수궁동	00	전체
2527	11170700	가리봉동	00	전체
7290	11170710	구로2동	00	전체
10704	11170720	개봉1동	00	전체
13042	11170730	오류2동	00	전체
5857	11170740	항동	00	전체
6480	11180510	가산동	00	전체
14153	11180520	독산1동	00	전체
4979	11180530	독산2동	00	전체
7184	11180540	독산3동	00	전체
4017	11180550	독산4동	00	전체
9946	11180570	시흥1동	00	전체
7692	11180580	시흥2동	00	전체
3932	11180590	시흥3동	00	전체
5992	11180600	시흥4동	00	전체
5366	11180610	시흥5동	00	전체
9743	11190540	여의동	00	전체
5795	11190550	당산1동	00	전체
11180	11190560	당산2동	00	전체
4141	11190610	양평1동	00	전체
7098	11190620	양평2동	00	전체
4363	11190630	신길1동	00	전체
4777	11190650	신길3동	00	전체
3676	11190660	신길4동	00	전체
3153	11190670	신길5동	00	전체
5049	11190680	신길6동	00	전체
6447	11190690	신길7동	00	전체
4029	11190700	대림1동	00	전체
4212	11190710	대림2동	00	전체
7311	11190720	대림3동	00	전체
6489	11190730	영등포본동	00	전체
7802	11190740	영등포동	00	전체
4054	11190750	도림동	00	전체
8932	11190760	문래동	00	전체
2616	11200520	노량진2동	00	전체
14462	11200530	상도1동	00	전체
9760	11200540	상도2동	00	전체
7227	11200550	상도3동	00	전체
8267	11200560	상도4동	00	전체
5798	11200630	사당1동	00	전체
7754	11200650	사당3동	00	전체
4080	11200660	사당4동	00	전체
4475	11200670	사당5동	00	전체
11941	11200680	대방동	00	전체
6537	11200690	신대방1동	00	전체
6358	11200700	신대방2동	00	전체
9627	11200710	흑석동	00	전체
10397	11200720	노량진1동	00	전체
8824	11200730	사당2동	00	전체
6275	11210520	보라매동	00	전체
5183	11210540	청림동	00	전체
7046	11210570	행운동	00	전체
3513	11210580	낙성대동	00	전체
3578	11210610	중앙동	00	전체
6867	11210620	인헌동	00	전체
5330	11210630	남현동	00	전체
5453	11210640	서원동	00	전체
3844	11210650	신원동	00	전체
5179	11210660	서림동	00	전체
4207	11210680	신사동	00	전체
4286	11210690	신림동	00	전체
4849	11210710	난향동	00	전체
4290	11210720	조원동	00	전체
4382	11210730	대학동	00	전체
10520	11210780	은천동	00	전체
10329	11210790	성현동	00	전체
7930	11210800	청룡동	00	전체
7649	11210810	난곡동	00	전체
7501	11210820	삼성동	00	전체
8797	11210830	미성동	00	전체
6497	11220510	서초1동	00	전체
8053	11220520	서초2동	00	전체
9848	11220530	서초3동	00	전체
9004	11220540	서초4동	00	전체
8178	11220550	잠원동	00	전체
1398	11220560	반포본동	00	전체
10108	11220570	반포1동	00	전체
4603	11220580	반포2동	00	전체
6987	11220590	반포3동	00	전체
5998	11220600	반포4동	00	전체
5702	11220610	방배본동	00	전체
5439	11220620	방배1동	00	전체
5299	11220630	방배2동	00	전체
5983	11220640	방배3동	00	전체
7463	11220650	방배4동	00	전체
13920	11220660	양재1동	00	전체
6678	11220670	양재2동	00	전체
5315	11220680	내곡동	00	전체
4650	11230510	신사동	00	전체
7067	11230520	논현1동	00	전체
6547	11230530	논현2동	00	전체
3978	11230580	삼성1동	00	전체
9567	11230590	삼성2동	00	전체
6870	11230600	대치1동	00	전체
5887	11230630	대치4동	00	전체
10149	11230640	역삼1동	00	전체
10808	11230650	역삼2동	00	전체
6630	11230660	도곡1동	00	전체
9871	11230670	도곡2동	00	전체
1604	11230680	개포1동	00	전체
7252	11230710	개포4동	00	전체
7105	11230720	일원본동	00	전체
4880	11230730	일원1동	00	전체
6600	11230740	일원2동	00	전체
6919	11230750	수서동	00	전체
12211	11230760	세곡동	00	전체
8360	11230770	압구정동	00	전체
8165	11230780	청담동	00	전체
10719	11230790	대치2동	00	전체
8546	11230800	개포2동	00	전체
3247	11240510	풍납1동	00	전체
7475	11240520	풍납2동	00	전체
3455	11240530	거여1동	00	전체
6375	11240540	거여2동	00	전체
5205	11240550	마천1동	00	전체
5275	11240560	마천2동	00	전체
4926	11240570	방이1동	00	전체
7965	11240580	방이2동	00	전체
5480	11240590	오륜동	00	전체
12404	11240600	오금동	00	전체
8951	11240610	송파1동	00	전체
6185	11240620	송파2동	00	전체
11977	11240630	석촌동	00	전체
11244	11240640	삼전동	00	전체
8306	11240650	가락본동	00	전체
9447	11240660	가락1동	00	전체
10289	11240670	가락2동	00	전체
6702	11240680	문정1동	00	전체
5525	11240690	문정2동	00	전체
9450	11240710	잠실본동	00	전체
6786	11240750	잠실4동	00	전체
5204	11240770	잠실6동	00	전체
3134	11240780	잠실7동	00	전체
10987	11240790	잠실2동	00	전체
10875	11240800	잠실3동	00	전체
10513	11240810	장지동	00	전체
11630	11240820	위례동	00	전체
8152	11250530	명일1동	00	전체
4567	11250540	명일2동	00	전체
6988	11250550	고덕1동	00	전체
6436	11250560	고덕2동	00	전체
5165	11250580	암사2동	00	전체
5550	11250590	암사3동	00	전체
7897	11250610	천호1동	00	전체
7658	11250630	천호3동	00	전체
6661	11250650	성내1동	00	전체
6307	11250660	성내2동	00	전체
6870	11250670	성내3동	00	전체
0	11250700	둔촌1동	00	전체
7524	11250710	둔촌2동	00	전체
9995	11250720	암사1동	00	전체
9500	11250730	천호2동	00	전체
14119	11250740	길동	00	전체
11608	11250750	강일동	00	전체
12099	11250760	상일1동	00	전체
3778	11250770	상일2동	00	전체
592	11010530	사직동	01	단독주택
611	11010540	삼청동	01	단독주택
1008	11010550	부암동	01	단독주택
1535	11010560	평창동	01	단독주택
48	11010570	무악동	01	단독주택
233	11010580	교남동	01	단독주택
657	11010600	가회동	01	단독주택
505	11010610	종로1·2·3·4가동	01	단독주택
683	11010630	종로5·6가동	01	단독주택
643	11010640	이화동	01	단독주택
470	11010670	창신1동	01	단독주택
869	11010680	창신2동	01	단독주택
304	11010690	창신3동	01	단독주택
623	11010700	숭인1동	01	단독주택
389	11010710	숭인2동	01	단독주택
1197	11010720	청운효자동	01	단독주택
1404	11010730	혜화동	01	단독주택
16	11020520	소공동	01	단독주택
242	11020540	회현동	01	단독주택
202	11020550	명동	01	단독주택
362	11020570	필동	01	단독주택
384	11020580	장충동	01	단독주택
442	11020590	광희동	01	단독주택
96	11020600	을지로동	01	단독주택
602	11020650	신당5동	01	단독주택
586	11020670	황학동	01	단독주택
244	11020680	중림동	01	단독주택
958	11020690	신당동	01	단독주택
841	11020700	다산동	01	단독주택
157	11020710	약수동	01	단독주택
466	11020720	청구동	01	단독주택
219	11020730	동화동	01	단독주택
1434	11030510	후암동	01	단독주택
1078	11030520	용산2가동	01	단독주택
650	11030530	남영동	01	단독주택
494	11030570	원효로2동	01	단독주택
265	11030580	효창동	01	단독주택
428	11030590	용문동	01	단독주택
0	11030630	이촌1동	01	단독주택
58	11030640	이촌2동	01	단독주택
784	11030650	이태원1동	01	단독주택
1086	11030660	이태원2동	01	단독주택
602	11030690	서빙고동	01	단독주택
1979	11030700	보광동	01	단독주택
1815	11030710	청파동	01	단독주택
535	11030720	원효로1동	01	단독주택
855	11030730	한강로동	01	단독주택
1549	11030740	한남동	01	단독주택
603	11040520	왕십리2동	01	단독주택
1197	11040540	마장동	01	단독주택
782	11040550	사근동	01	단독주택
376	11040560	행당1동	01	단독주택
134	11040570	행당2동	01	단독주택
149	11040580	응봉동	01	단독주택
74	11040590	금호1가동	01	단독주택
386	11040620	금호4가동	01	단독주택
611	11040650	성수1가1동	01	단독주택
518	11040660	성수1가2동	01	단독주택
1053	11040670	성수2가1동	01	단독주택
275	11040680	성수2가3동	01	단독주택
883	11040690	송정동	01	단독주택
1109	11040700	용답동	01	단독주택
532	11040710	왕십리도선동	01	단독주택
876	11040720	금호2·3가동	01	단독주택
121	11040730	옥수동	01	단독주택
1398	11050530	화양동	01	단독주택
1432	11050540	군자동	01	단독주택
1069	11050550	중곡1동	01	단독주택
1180	11050560	중곡2동	01	단독주택
1146	11050570	중곡3동	01	단독주택
1489	11050580	중곡4동	01	단독주택
777	11050590	능동	01	단독주택
1055	11050600	구의1동	01	단독주택
958	11050610	구의2동	01	단독주택
420	11050620	구의3동	01	단독주택
210	11050630	광장동	01	단독주택
1199	11050640	자양1동	01	단독주택
825	11050650	자양2동	01	단독주택
400	11050660	자양3동	01	단독주택
1532	11050670	자양4동	01	단독주택
735	11060710	회기동	01	단독주택
457	11060720	휘경1동	01	단독주택
989	11060730	휘경2동	01	단독주택
1468	11060800	청량리동	01	단독주택
1893	11060810	용신동	01	단독주택
2206	11060820	제기동	01	단독주택
2127	11060830	전농1동	01	단독주택
487	11060840	전농2동	01	단독주택
845	11060860	답십리2동	01	단독주택
886	11060870	장안1동	01	단독주택
848	11060880	장안2동	01	단독주택
1480	11060890	이문1동	01	단독주택
950	11060900	이문2동	01	단독주택
911	11060910	답십리1동	01	단독주택
1508	11070520	면목2동	01	단독주택
1021	11070540	면목4동	01	단독주택
611	11070550	면목5동	01	단독주택
1244	11070570	면목7동	01	단독주택
613	11070590	상봉1동	01	단독주택
884	11070600	상봉2동	01	단독주택
731	11070610	중화1동	01	단독주택
1923	11070620	중화2동	01	단독주택
772	11070640	묵1동	01	단독주택
974	11070650	묵2동	01	단독주택
1310	11070680	망우3동	01	단독주택
429	11070690	신내1동	01	단독주택
8	11070700	신내2동	01	단독주택
2348	11070710	면목본동	01	단독주택
1802	11070720	면목3·8동	01	단독주택
1795	11070730	망우본동	01	단독주택
165	11080580	돈암1동	01	단독주택
46	11080590	돈암2동	01	단독주택
1092	11080600	안암동	01	단독주택
915	11080610	보문동	01	단독주택
571	11080620	정릉1동	01	단독주택
884	11080630	정릉2동	01	단독주택
1502	11080640	정릉3동	01	단독주택
576	11080650	정릉4동	01	단독주택
98	11080660	길음1동	01	단독주택
508	11080680	길음2동	01	단독주택
1000	11080710	월곡1동	01	단독주택
1205	11080720	월곡2동	01	단독주택
1449	11080760	장위1동	01	단독주택
1534	11080770	장위2동	01	단독주택
441	11080780	장위3동	01	단독주택
2127	11080810	성북동	01	단독주택
1652	11080820	삼선동	01	단독주택
1113	11080830	동선동	01	단독주택
1397	11080840	종암동	01	단독주택
2551	11080850	석관동	01	단독주택
1659	11090600	번1동	01	단독주택
278	11090610	번2동	01	단독주택
34	11090620	번3동	01	단독주택
1501	11090630	수유1동	01	단독주택
851	11090640	수유2동	01	단독주택
1768	11090650	수유3동	01	단독주택
1795	11090690	삼양동	01	단독주택
1449	11090700	미아동	01	단독주택
1975	11090710	송중동	01	단독주택
2954	11090720	송천동	01	단독주택
45	11090730	삼각산동	01	단독주택
1088	11090740	우이동	01	단독주택
1722	11090750	인수동	01	단독주택
891	11100510	쌍문1동	01	단독주택
628	11100520	쌍문2동	01	단독주택
788	11100530	쌍문3동	01	단독주택
81	11100540	쌍문4동	01	단독주택
1067	11100550	방학1동	01	단독주택
1056	11100560	방학2동	01	단독주택
61	11100570	방학3동	01	단독주택
382	11100590	창1동	01	단독주택
658	11100600	창2동	01	단독주택
1067	11100610	창3동	01	단독주택
0	11100620	창4동	01	단독주택
141	11100630	창5동	01	단독주택
1109	11100640	도봉1동	01	단독주택
450	11100650	도봉2동	01	단독주택
609	11110510	월계1동	01	단독주택
129	11110520	월계2동	01	단독주택
44	11110530	월계3동	01	단독주택
534	11110560	공릉2동	01	단독주택
142	11110580	하계1동	01	단독주택
396	11110600	중계본동	01	단독주택
0	11110610	중계1동	01	단독주택
94	11110640	중계4동	01	단독주택
312	11110650	상계1동	01	단독주택
671	11110660	상계2동	01	단독주택
1004	11110690	상계5동	01	단독주택
0	11110730	상계9동	01	단독주택
1407	11110760	상계3·4동	01	단독주택
783	11110790	공릉1동	01	단독주택
1037	11120510	녹번동	01	단독주택
1101	11120520	불광1동	01	단독주택
1458	11120550	갈현1동	01	단독주택
915	11120560	갈현2동	01	단독주택
714	11120570	구산동	01	단독주택
1165	11120580	대조동	01	단독주택
597	11120590	응암1동	01	단독주택
456	11120600	응암2동	01	단독주택
571	11120650	신사1동	01	단독주택
1038	11120660	신사2동	01	단독주택
755	11120670	증산동	01	단독주택
272	11120680	수색동	01	단독주택
257	11120710	진관동	01	단독주택
1577	11120720	불광2동	01	단독주택
1278	11120730	응암3동	01	단독주택
1384	11120740	역촌동	01	단독주택
462	11130520	천연동	01	단독주택
611	11130620	홍제1동	01	단독주택
863	11130640	홍제3동	01	단독주택
248	11130650	홍제2동	01	단독주택
1098	11130660	홍은1동	01	단독주택
947	11130680	홍은2동	01	단독주택
28	11130690	남가좌1동	01	단독주택
994	11130700	남가좌2동	01	단독주택
286	11130710	북가좌1동	01	단독주택
1174	11130720	북가좌2동	01	단독주택
1328	11130730	충현동	01	단독주택
683	11130740	북아현동	01	단독주택
1088	11130750	신촌동	01	단독주택
2355	11130760	연희동	01	단독주택
213	11140590	용강동	01	단독주택
1017	11140600	대흥동	01	단독주택
540	11140610	염리동	01	단독주택
608	11140630	신수동	01	단독주택
1294	11140660	서교동	01	단독주택
637	11140680	합정동	01	단독주택
890	11140690	망원1동	01	단독주택
418	11140700	망원2동	01	단독주택
1079	11140710	연남동	01	단독주택
742	11140720	성산1동	01	단독주택
453	11140730	성산2동	01	단독주택
312	11140740	상암동	01	단독주택
500	11140750	도화동	01	단독주택
591	11140760	서강동	01	단독주택
1587	11140770	공덕동	01	단독주택
214	11140780	아현동	01	단독주택
131	11150510	목1동	01	단독주택
578	11150520	목2동	01	단독주택
534	11150530	목3동	01	단독주택
639	11150540	목4동	01	단독주택
1095	11150570	신월1동	01	단독주택
271	11150580	신월2동	01	단독주택
1123	11150590	신월3동	01	단독주택
170	11150600	신월4동	01	단독주택
466	11150610	신월5동	01	단독주택
54	11150620	신월6동	01	단독주택
64	11150630	신월7동	01	단독주택
280	11150640	신정1동	01	단독주택
299	11150650	신정2동	01	단독주택
546	11150660	신정3동	01	단독주택
56	11150700	신정7동	01	단독주택
1278	11150720	신정4동	01	단독주택
86	11160510	염창동	01	단독주택
182	11160520	등촌1동	01	단독주택
455	11160530	등촌2동	01	단독주택
10	11160540	등촌3동	01	단독주택
703	11160550	화곡본동	01	단독주택
647	11160570	화곡2동	01	단독주택
467	11160580	화곡3동	01	단독주택
822	11160590	화곡4동	01	단독주택
539	11160610	화곡6동	01	단독주택
641	11160630	화곡8동	01	단독주택
78	11160640	가양1동	01	단독주택
0	11160650	가양2동	01	단독주택
241	11160670	발산1동	01	단독주택
1306	11160690	공항동	01	단독주택
887	11160700	방화1동	01	단독주택
1183	11160710	방화2동	01	단독주택
116	11160720	방화3동	01	단독주택
1199	11160730	화곡1동	01	단독주택
422	11160740	우장산동	01	단독주택
262	11170510	신도림동	01	단독주택
0	11170520	구로1동	01	단독주택
171	11170540	구로3동	01	단독주택
715	11170550	구로4동	01	단독주택
1009	11170560	구로5동	01	단독주택
518	11170610	고척1동	01	단독주택
1198	11170620	고척2동	01	단독주택
427	11170640	개봉2동	01	단독주택
565	11170650	개봉3동	01	단독주택
658	11170670	오류1동	01	단독주택
315	11170690	수궁동	01	단독주택
971	11170700	가리봉동	01	단독주택
2645	11170710	구로2동	01	단독주택
1262	11170720	개봉1동	01	단독주택
510	11170730	오류2동	01	단독주택
38	11170740	항동	01	단독주택
618	11180510	가산동	01	단독주택
477	11180520	독산1동	01	단독주택
1343	11180530	독산2동	01	단독주택
1299	11180540	독산3동	01	단독주택
1025	11180550	독산4동	01	단독주택
1472	11180570	시흥1동	01	단독주택
112	11180580	시흥2동	01	단독주택
160	11180590	시흥3동	01	단독주택
905	11180600	시흥4동	01	단독주택
1229	11180610	시흥5동	01	단독주택
0	11190540	여의동	01	단독주택
778	11190550	당산1동	01	단독주택
324	11190560	당산2동	01	단독주택
429	11190610	양평1동	01	단독주택
263	11190620	양평2동	01	단독주택
1514	11190630	신길1동	01	단독주택
1117	11190650	신길3동	01	단독주택
616	11190660	신길4동	01	단독주택
759	11190670	신길5동	01	단독주택
768	11190680	신길6동	01	단독주택
237	11190690	신길7동	01	단독주택
1084	11190700	대림1동	01	단독주택
1463	11190710	대림2동	01	단독주택
1121	11190720	대림3동	01	단독주택
1267	11190730	영등포본동	01	단독주택
572	11190740	영등포동	01	단독주택
1255	11190750	도림동	01	단독주택
214	11190760	문래동	01	단독주택
1408	11200520	노량진2동	01	단독주택
917	11200530	상도1동	01	단독주택
764	11200540	상도2동	01	단독주택
960	11200550	상도3동	01	단독주택
1430	11200560	상도4동	01	단독주택
1207	11200630	사당1동	01	단독주택
588	11200650	사당3동	01	단독주택
696	11200660	사당4동	01	단독주택
451	11200670	사당5동	01	단독주택
993	11200680	대방동	01	단독주택
798	11200690	신대방1동	01	단독주택
676	11200700	신대방2동	01	단독주택
1474	11200710	흑석동	01	단독주택
1038	11200720	노량진1동	01	단독주택
751	11200730	사당2동	01	단독주택
1335	11210520	보라매동	01	단독주택
481	11210540	청림동	01	단독주택
1144	11210570	행운동	01	단독주택
636	11210580	낙성대동	01	단독주택
924	11210610	중앙동	01	단독주택
844	11210620	인헌동	01	단독주택
475	11210630	남현동	01	단독주택
981	11210640	서원동	01	단독주택
1355	11210650	신원동	01	단독주택
1024	11210660	서림동	01	단독주택
1651	11210680	신사동	01	단독주택
825	11210690	신림동	01	단독주택
442	11210710	난향동	01	단독주택
849	11210720	조원동	01	단독주택
